"X","ID","sex","age","country","cred_01","cred_02","cred_03","cred_04","cred_05","cred_06","cred_07","cred_09","cred_10","cred_11","cred_12","cred_13","cred_14","cred_15","cred_16","cred_18","cred_19","cred_20","cred_21","cred_22","cred_23","cred_24","cred_25","cred_27","cred_28","cred_30","cred_31","crud_01","crud_02","crud_03","nts_01","nts_02","nts_03","nts_04","nts_05","nts_06","nts_07","nts_08","norm_01","norm_02","norm_03","norm_04","norm_05","norm_06","norm_07","norm_08","norm_09","norm_10","norm_11","norm_12","re_01","re_02","re_03","re_04","re_05","re_06","re_07","re_08","re_09","pc_01","pc_02","issp_01","issp_02","rid_01","rid_02","rp_01","rp_02","rp_03","snb_01","snb_02","snb_03","snb_04","snb_05","snb_06","snb_07","snb_08","snb_09","snb_10","snb_11","snb_12","snb_13","snb_14","snb_15","snb_16","snb_17","belief_01","belief_02","conf_01","ar_01","apth_01","apth_02","mean_01","agn_01","am_01","cred_caregiver","cred_grp_leader","cred_grp_mbr","cred_grp","cred","crud_caregiver","crud_grp_mbr","crud_grp_ldr","crud_grp","crud","nontheistic_soc","normativity","normativity_nat","normativity_eth","normativity_peer","normativity_grp","relig_emph","parental_circ","parent_absence","belief_god_cat","belief_god_bin","belief_god_con","agnosticism_cont","agnosticism_bin","atheist_mem","atheist_id","relig__id_1","relig_id_2","relig_attend","prayer_freq","relig_object","anti_relig","god_knowing","belief_confidence","apatheism_god","apatheism_purpose","apx1","apx2","apatheism","truth_possibility","naturalism","afterlife_exist","afterlife_punish","afterlife_reward","reincarnation","astrology","msystical_people","mystical_objects","good_evil","lifeforce","karma","fate","supernat_beings","good_beings","harmful_beings","evil_eye","spiritual_force","lucky_objects"
609,609,"Female",28,"Brazil",1,7,1,7,1,7,0,0,7,1,7,1,7,1,7,0,7,1,7,1,7,1,7,1,7,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,"Living with two mothers","Mother absent (e.g. armed forces, institution)","I don't believe in God","Spiritual but not religious",0,"Hindu","More than once a week","Several times a day","Yes, for religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","No, I’ve never had an experience like this.",0,"Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree",0,4,4,4.33333333333333,4.16666666666667,4.08333333333333,1,7,1,4,2.5,4,4,3,5,3,5,3.66666666666667,"Living with two mothers","Mother absent (e.g. armed forces, institution)","I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,0,0,0,"Hindu","More than once a week","Several times a day","Yes, for religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",1,7,4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","No, I’ve never had an experience like this.",0
610,610,"Female",45,"Japan",7,1,7,1,7,1,1,1,1,7,1,7,1,7,1,1,1,7,1,7,1,7,1,7,1,1,7,7,1,7,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,"Living with own mother and father","Both parents absent (e.g. armed forces)","Don't know","Seeker",1,"Jewish","Never, practically never","Once a day","No","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Yes, I’ve had an experience like this.",1,"Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree",1,4,4,3.66666666666667,3.83333333333333,3.91666666666667,7,1,7,4,5.5,4,4,5,3,5,3,4.33333333333333,"Living with own mother and father","Both parents absent (e.g. armed forces)","Don't know",0,"Strongly Agree","Strongly Agree",0,1,0,1,"Jewish","Never, practically never","Once a day","No","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",7,1,4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Yes, I’ve had an experience like this.",1
611,611,"Male",30,"Brazil",6,2,6,2,6,2,0,0,2,6,2,6,2,6,2,0,2,6,2,6,2,6,2,6,2,2,6,6,2,6,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,"Other (please specify)","Other (please specify)","I know God really exists and I have no doubt about it.","Non-religious",0,"Shinto","Less often","Several times each week","Yes, for non-religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,"Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree",0,4,4,3.77777777777778,3.88888888888889,3.94444444444444,6,2,6,4,5,4,4,4.66666666666667,3.33333333333333,4.66666666666667,3.33333333333333,4.22222222222222,"Other (please specify)","Other (please specify)","I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,0,0,0,"Shinto","Less often","Several times each week","Yes, for non-religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",6,2,4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0
612,612,"Male",30,"Japan",5,3,5,3,5,3,1,1,3,5,3,5,3,5,3,1,3,5,3,5,3,5,3,5,3,3,5,5,3,5,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,"Don't Know","Don’t know","While I have doubts, I feel that I do believe in God.","Atheist",1,"Other (please specify)","Once a year","Only when attending religious services","Yes, for religious reasons","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","No, I’ve never had an experience like this.",1,"Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree",1,4,4,3.88888888888889,3.94444444444444,3.97222222222222,5,3,5,4,4.5,4,4,4.33333333333333,3.66666666666667,4.33333333333333,3.66666666666667,4.11111111111111,"Don't Know","Don’t know","While I have doubts, I feel that I do believe in God.",1,"Slightly Agree","Slightly Agree",0,1,1,1,"Other (please specify)","Once a year","Only when attending religious services","Yes, for religious reasons","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree",5,3,4,"Slightly Agree",0,"Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","No, I’ve never had an experience like this.",1
613,613,"Male",42,"UK",4,4,4,4,4,4,0,0,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Living with other relatives","Mother deceased","I find myself believing in God some of the time, but not at others","Agnostic",0,"Protestant","Only on special holy days","Only on special holy days","No","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes, I’ve had an experience like this.",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Living with other relatives","Mother deceased","I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",1,0,0,0,"Protestant","Only on special holy days","Only on special holy days","No","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,4,4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes, I’ve had an experience like this.",0
614,614,"Female",34,"Brazil",3,5,3,5,3,5,1,1,5,3,5,3,5,3,5,1,5,3,5,3,5,3,5,3,5,5,3,3,5,3,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,"Living with own mother only","Father deceased","I don't believe in a personal God, but I do believe in a Higher Power of some kind","Humanist",1,"Catholic","Once a month","Once a year","Yes, for non-religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,"Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree",1,4,4,4.11111111111111,4.05555555555556,4.02777777777778,3,5,3,4,3.5,4,4,3.66666666666667,4.33333333333333,3.66666666666667,4.33333333333333,3.88888888888889,"Living with own mother only","Father deceased","I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,1,0,1,"Catholic","Once a month","Once a year","Yes, for non-religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",3,5,4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1
615,615,"Male",19,"Brazil",2,6,2,6,2,6,0,0,6,2,6,2,6,2,6,0,6,2,6,2,6,2,6,2,6,6,2,2,6,2,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,"Living with own father only","Both parents deceased","I don't know whether there is a God, and I don't believe there is any way to find out","Sceptic",0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","Once a week","Less often","Yes, for religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","No, I’ve never had an experience like this.",0,"Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree",0,4,4,4.22222222222222,4.11111111111111,4.05555555555556,2,6,2,4,3,4,4,3.33333333333333,4.66666666666667,3.33333333333333,4.66666666666667,3.77777777777778,"Living with own father only","Both parents deceased","I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,0,0,0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","Once a week","Less often","Yes, for religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",2,6,4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","No, I’ve never had an experience like this.",0
616,616,"Female",31,"UK",1,7,1,7,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,"Living with own mother and stepfather","Parents divorced or separated","I don't believe in God","Free thinker",1,"Sunni","More than once a week","Never, practically never","No","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Yes, I’ve had an experience like this.",1,"Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree",1,4,4,4.33333333333333,4.16666666666667,4.08333333333333,1,7,1,4,2.5,4,4,3,5,3,5,3.66666666666667,"Living with own mother and stepfather","Parents divorced or separated","I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,1,0,1,"Sunni","More than once a week","Never, practically never","No","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",1,7,4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Yes, I’ve had an experience like this.",1
617,617,"Female",35,"UK",7,1,7,1,7,1,0,0,1,7,1,7,1,7,1,0,1,7,1,7,1,7,1,7,1,1,7,7,1,7,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,"Living with own father and stepmother","Father absent (e.g. armed forces, institution)","Don't know","Rationalist",0,"Shiite","Never, practically never","Several times a day","Yes, for non-religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,"Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree",0,4,4,3.66666666666667,3.83333333333333,3.91666666666667,7,1,7,4,5.5,4,4,5,3,5,3,4.33333333333333,"Living with own father and stepmother","Father absent (e.g. armed forces, institution)","Don't know",0,"Strongly Agree","Strongly Agree",0,0,0,0,"Shiite","Never, practically never","Several times a day","Yes, for non-religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",7,1,4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0
618,618,"Male",29,"Brazil",6,2,6,2,6,2,1,1,2,6,2,6,2,6,2,1,2,6,2,6,2,6,2,6,2,2,6,6,2,6,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,"Living with two fathers","Mother absent (e.g. armed forces, institution)","I know God really exists and I have no doubt about it.","Secular",1,"Buddhist","Less often","Once a day","Yes, for religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","No, I’ve never had an experience like this.",1,"Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree",1,4,4,3.77777777777778,3.88888888888889,3.94444444444444,6,2,6,4,5,4,4,4.66666666666667,3.33333333333333,4.66666666666667,3.33333333333333,4.22222222222222,"Living with two fathers","Mother absent (e.g. armed forces, institution)","I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,1,0,1,"Buddhist","Less often","Once a day","Yes, for religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",6,2,4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","No, I’ve never had an experience like this.",1
619,619,"Male",20,"UK",5,3,5,3,5,3,0,0,3,5,3,5,3,5,3,0,3,5,3,5,3,5,3,5,3,3,5,5,3,5,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,"Living with two mothers","Both parents absent (e.g. armed forces)","While I have doubts, I feel that I do believe in God.","Christian",0,"Confucian","Once a year","Several times each week","No","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Yes, I’ve had an experience like this.",0,"Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree",0,4,4,3.88888888888889,3.94444444444444,3.97222222222222,5,3,5,4,4.5,4,4,4.33333333333333,3.66666666666667,4.33333333333333,3.66666666666667,4.11111111111111,"Living with two mothers","Both parents absent (e.g. armed forces)","While I have doubts, I feel that I do believe in God.",1,"Slightly Agree","Slightly Agree",0,0,0,0,"Confucian","Once a year","Several times each week","No","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree",5,3,4,"Slightly Agree",0,"Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Yes, I’ve had an experience like this.",0
620,620,"Female",42,"UK",4,4,4,4,4,4,1,1,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Living with own mother and father","Other (please specify)","I find myself believing in God some of the time, but not at others","Muslim",1,"Daoist","Only on special holy days","Only when attending religious services","Yes, for non-religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"Living with own mother and father","Other (please specify)","I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,1,0,1,"Daoist","Only on special holy days","Only when attending religious services","Yes, for non-religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,4,4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1
621,621,"Male",26,"UK",3,5,3,5,3,5,0,0,5,3,5,3,5,3,5,0,5,3,5,3,5,3,5,3,5,5,3,3,5,3,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,"Other (please specify)","Don’t know","I don't believe in a personal God, but I do believe in a Higher Power of some kind","Jewish",0,"Hindu","Once a month","Only on special holy days","Yes, for religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","No, I’ve never had an experience like this.",0,"Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree",0,4,4,4.11111111111111,4.05555555555556,4.02777777777778,3,5,3,4,3.5,4,4,3.66666666666667,4.33333333333333,3.66666666666667,4.33333333333333,3.88888888888889,"Other (please specify)","Don’t know","I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,0,0,0,"Hindu","Once a month","Only on special holy days","Yes, for religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",3,5,4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","No, I’ve never had an experience like this.",0
622,622,"Male",43,"Japan",2,6,2,6,2,6,1,1,6,2,6,2,6,2,6,1,6,2,6,2,6,2,6,2,6,6,2,2,6,2,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,"Don't Know","Mother deceased","I don't know whether there is a God, and I don't believe there is any way to find out","Buddhist",1,"Jewish","Once a week","Once a year","No","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Yes, I’ve had an experience like this.",1,"Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree",1,4,4,4.22222222222222,4.11111111111111,4.05555555555556,2,6,2,4,3,4,4,3.33333333333333,4.66666666666667,3.33333333333333,4.66666666666667,3.77777777777778,"Don't Know","Mother deceased","I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,1,0,1,"Jewish","Once a week","Once a year","No","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",2,6,4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Yes, I’ve had an experience like this.",1
623,623,"Male",27,"Brazil",1,7,1,7,1,7,0,0,7,1,7,1,7,1,7,0,7,1,7,1,7,1,7,1,7,7,1,1,7,1,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,"Living with other relatives","Father deceased","I don't believe in God","Hindu",0,"Shinto","More than once a week","Less often","Yes, for non-religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,"Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree",0,4,4,4.33333333333333,4.16666666666667,4.08333333333333,1,7,1,4,2.5,4,4,3,5,3,5,3.66666666666667,"Living with other relatives","Father deceased","I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,0,0,0,"Shinto","More than once a week","Less often","Yes, for non-religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",1,7,4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0
