"id","sex","age","country","ic_01","ic_02","ic_03","ic_04","ic_05","ic_06","ic_07","ic_08","ic_09","ic_10","ic_11","ic_12","ic_13","ic_14","ic_15","reb_01","reb_02","reb_03","reb_04","reb_05","reb_06","reb_07","reb_08","reb_09","icn_01","icn_02","icn_03","icn_04","icn_05","icn_06","issp_01","issp_02","rid_01","rid_02","rp_01","rp_02","rp_03","snb_01","snb_02","snb_03","snb_04","snb_05","snb_06","snb_07","snb_08","snb_09","snb_10","snb_11","snb_12","snb_13","snb_14","snb_15","snb_16","snb_17","belief_01","belief_02","conf_01","ar_01","apth_01","apth_02","agn_01","mean_01","am_01","belief_god_cat","belief_god_bin","belief_god_con","agnosticism_cont","agnosticism_bin","atheist_mem","atheist_id","relig__id_1","relig_id_2","relig_attend","prayer_freq","relig_object","anti_relig","god_knowing","belief_confidence","apatheism_god","apatheism_purpose","apx1","apx2","apatheism","truth_possibility","naturalism","afterlife_exist","afterlife_punish","afterlife_reward","reincarnation","astrology","msystical_people","mystical_objects","good_evil","lifeforce","karma","fate","supernat_beings","good_beings","harmful_beings","evil_eye","spiritual_force","lucky_objects","indiv_collectivism","rebel_troll","rebel_act","rebel_all","choice_norms"
550,"Male",23,"Brazil",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"I find myself believing in God some of the time, but not at others","Confucian",1,"Jewish","Only on special holy days","Once a year","No","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes, I’ve had an experience like this.",1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",1,"I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,1,0,1,"Jewish","Only on special holy days","Once a year","No","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,4,4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Yes, I’ve had an experience like this.",1,4,4,4,4,4
551,"Female",22,"UK",3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,"I don't believe in a personal God, but I do believe in a Higher Power of some kind","Other (please specify)",0,"Shinto","Once a month","Less often","Yes, for non-religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,"Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree",0,"I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,0,0,0,"Shinto","Once a month","Less often","Yes, for non-religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",3,5,4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,3.93333333333333,4,3.8,3.9,4
552,"Female",25,"UK",2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,"I don't know whether there is a God, and I don't believe there is any way to find out","Spiritual but not religious",1,"Other (please specify)","Once a week","Never, practically never","Yes, for religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","No, I’ve never had an experience like this.",1,"Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree",1,"I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,1,0,1,"Other (please specify)","Once a week","Never, practically never","Yes, for religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",2,6,4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","No, I’ve never had an experience like this.",1,3.86666666666667,4,3.6,3.8,4
553,"Male",69,"UK",1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,1,7,1,7,1,7,1,7,1,1,7,1,7,1,7,"I don't believe in God","Seeker",0,"Protestant","More than once a week","Several times a day","No","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Yes, I’ve had an experience like this.",0,"Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree",0,"I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,0,0,0,"Protestant","More than once a week","Several times a day","No","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",1,7,4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Yes, I’ve had an experience like this.",0,3.8,4,3.4,3.7,4
554,"Male",31,"Japan",7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,7,1,7,1,7,1,7,1,7,7,1,7,1,7,1,"Don't know","Non-religious",1,"Catholic","Never, practically never","Once a day","Yes, for non-religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,"Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree",1,"Don't know",0,"Strongly Agree","Strongly Agree",0,1,0,1,"Catholic","Never, practically never","Once a day","Yes, for non-religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",7,1,4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,4.2,4,4.6,4.3,4
555,"Male",33,"UK",6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,"I know God really exists and I have no doubt about it.","Atheist",0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","Less often","Several times each week","Yes, for religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","No, I’ve never had an experience like this.",0,"Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree",0,"I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,0,1,0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","Less often","Several times each week","Yes, for religious reasons","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",6,2,4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","No, I’ve never had an experience like this.",0,4.13333333333333,4,4.4,4.2,4
556,"Female",19,"Japan",5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,"While I have doubts, I feel that I do believe in God.","Agnostic",1,"Sunni","Once a year","Only when attending religious services","No","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Yes, I’ve had an experience like this.",1,"Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree",1,"While I have doubts, I feel that I do believe in God.",1,"Slightly Agree","Slightly Agree",1,1,0,1,"Sunni","Once a year","Only when attending religious services","No","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree",5,3,4,"Slightly Agree",0,"Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Yes, I’ve had an experience like this.",1,4.06666666666667,4,4.2,4.1,4
557,"Female",43,"Japan",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"I find myself believing in God some of the time, but not at others","Humanist",0,"Shiite","Only on special holy days","Only on special holy days","Yes, for non-religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",0,"I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,0,0,0,"Shiite","Only on special holy days","Only on special holy days","Yes, for non-religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,4,4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,4,4,4,4,4
558,"Male",35,"Brazil",3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,"I don't believe in a personal God, but I do believe in a Higher Power of some kind","Sceptic",1,"Buddhist","Once a month","Once a year","Yes, for religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","No, I’ve never had an experience like this.",1,"Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree",1,"I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,1,0,1,"Buddhist","Once a month","Once a year","Yes, for religious reasons","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",3,5,4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","No, I’ve never had an experience like this.",1,3.93333333333333,4,3.8,3.9,4
559,"Male",17,"UK",2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,"I don't know whether there is a God, and I don't believe there is any way to find out","Free thinker",0,"Confucian","Once a week","Less often","No","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Yes, I’ve had an experience like this.",0,"Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree",0,"I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,0,0,0,"Confucian","Once a week","Less often","No","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",2,6,4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Yes, I’ve had an experience like this.",0,3.86666666666667,4,3.6,3.8,4
560,"Female",42,"UK",1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,1,7,1,7,1,7,1,7,1,1,7,1,7,1,7,"I don't believe in God","Rationalist",1,"Daoist","More than once a week","Never, practically never","Yes, for non-religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,"Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree",1,"I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,1,0,1,"Daoist","More than once a week","Never, practically never","Yes, for non-religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",1,7,4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,3.8,4,3.4,3.7,4
561,"Female",26,"UK",7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,7,1,7,1,7,1,7,1,7,7,1,7,1,7,1,"Don't know","Secular",0,"Hindu","Never, practically never","Several times a day","Yes, for religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","No, I’ve never had an experience like this.",0,"Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree",0,"Don't know",0,"Strongly Agree","Strongly Agree",0,0,0,0,"Hindu","Never, practically never","Several times a day","Yes, for religious reasons","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",7,1,4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","No, I’ve never had an experience like this.",0,4.2,4,4.6,4.3,4
562,"Male",21,"Brazil",6,2,6,2,6,2,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,6,2,6,6,2,6,2,6,2,"I know God really exists and I have no doubt about it.","Christian",1,"Jewish","Less often","Once a day","No","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Yes, I’ve had an experience like this.",1,"Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree",1,"I know God really exists and I have no doubt about it.",1,"Moderately Agree","Moderately Agree",0,1,0,1,"Jewish","Less often","Once a day","No","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree",6,2,4,"Moderately Agree",0,"Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Yes, I’ve had an experience like this.",1,4.13333333333333,4,4.4,4.2,4
563,"Male",26,"Japan",5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,5,3,5,5,3,5,3,5,3,"While I have doubts, I feel that I do believe in God.","Muslim",0,"Shinto","Once a year","Several times each week","Yes, for non-religious reasons","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,"Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree",0,"While I have doubts, I feel that I do believe in God.",1,"Slightly Agree","Slightly Agree",0,0,0,0,"Shinto","Once a year","Several times each week","Yes, for non-religious reasons","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree",5,3,4,"Slightly Agree",0,"Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",0,4.06666666666667,4,4.2,4.1,4
564,"Male",27,"UK",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,"I find myself believing in God some of the time, but not at others","Jewish",1,"Other (please specify)","Only on special holy days","Only when attending religious services","Yes, for religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No, I’ve never had an experience like this.",1,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",1,"I find myself believing in God some of the time, but not at others",0,"Neither Agree nor Disagree","Neither Agree nor Disagree",0,1,0,1,"Other (please specify)","Only on special holy days","Only when attending religious services","Yes, for religious reasons","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree",4,4,4,"Neither Agree nor Disagree",0,"Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","Neither Agree nor Disagree","No, I’ve never had an experience like this.",1,4,4,4,4,4
565,"Female",23,"Brazil",3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,3,5,3,3,5,3,5,3,5,"I don't believe in a personal God, but I do believe in a Higher Power of some kind","Buddhist",0,"Protestant","Once a month","Only on special holy days","No","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Yes, I’ve had an experience like this.",0,"Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree",0,"I don't believe in a personal God, but I do believe in a Higher Power of some kind",0,"Slightly Disagree","Slightly Disagree",0,0,0,0,"Protestant","Once a month","Only on special holy days","No","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Disagree","Slightly Agree",3,5,4,"Slightly Disagree",0,"Slightly Disagree","Slightly Disagree","Slightly Agree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Slightly Agree","Slightly Disagree","Yes, I’ve had an experience like this.",0,3.93333333333333,4,3.8,3.9,4
566,"Female",15,"UK",2,6,2,6,2,6,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,2,6,2,2,6,2,6,2,6,"I don't know whether there is a God, and I don't believe there is any way to find out","Hindu",1,"Catholic","Once a week","Once a year","Yes, for non-religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,"Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree",1,"I don't know whether there is a God, and I don't believe there is any way to find out",0,"Moderately Disagree","Moderately Disagree",0,1,0,1,"Catholic","Once a week","Once a year","Yes, for non-religious reasons","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Disagree","Moderately Agree",2,6,4,"Moderately Disagree",0,"Moderately Disagree","Moderately Disagree","Moderately Agree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","Moderately Agree","Moderately Disagree","I’ve had an experience like this, but I didn’t associate it with a spiritual force.",1,3.86666666666667,4,3.6,3.8,4
567,"Male",34,"UK",1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,1,7,1,7,1,7,1,7,1,1,7,1,7,1,7,"I don't believe in God","Daoist",0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","More than once a week","Less often","Yes, for religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","No, I’ve never had an experience like this.",0,"Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree",0,"I don't believe in God",0,"Strongly Disagree","Strongly Disagree",0,0,0,0,"Orthodox (e.g. Greek Orthodox, Russian Orthodox)","More than once a week","Less often","Yes, for religious reasons","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree",1,7,4,"Strongly Disagree",0,"Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","No, I’ve never had an experience like this.",0,3.8,4,3.4,3.7,4
568,"Female",46,"Japan",7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,7,1,7,1,7,1,7,1,7,7,1,7,1,7,1,"Don't know","Shinto",1,"Sunni","Never, practically never","Never, practically never","No","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Yes, I’ve had an experience like this.",1,"Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree",1,"Don't know",0,"Strongly Agree","Strongly Agree",0,1,0,1,"Sunni","Never, practically never","Never, practically never","No","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Agree","Strongly Disagree",7,1,4,"Strongly Agree",0,"Strongly Agree","Strongly Agree","Strongly Disagree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Strongly Disagree","Strongly Agree","Yes, I’ve had an experience like this.",1,4.2,4,4.6,4.3,4
